01:01,W
01:02,W
01:03,W
01:04,W
01:05,W
01:06,W
01:07,W
01:08,W
01:09,W
01:10,W
01:11,W
01:12,W
01:13,W
01:14,W
01:15,W
01:16,W
01:17,W
01:18,W
01:19,W
01:20,W
01:21,W
01:22,W
01:23,W
01:24,W
01:25,W
01:26,W
01:27,W
01:28,W
02:01,W
02:02,p
02:03,p
02:04,p
02:05,p
02:06,p
02:07,p
02:08,p
02:09,p
02:10,p
02:11,p
02:12,p
02:13,p
02:14,W
02:15,W
02:16,p
02:17,p
02:18,p
02:19,p
02:20,p
02:21,p
02:22,p
02:23,p
02:24,p
02:25,p
02:26,p
02:27,p
02:28,W
03:01,W
03:02,O
03:03,W
03:04,W
03:05,W
03:06,W
03:07,p
03:08,W
03:09,W
03:10,W
03:11,W
03:12,W
03:13,p
03:14,W
03:15,W
03:16,p
03:17,W
03:18,W
03:19,W
03:20,W
03:21,W
03:22,p
03:23,W
03:24,W
03:25,W
03:26,W
03:27,p
03:28,W
04:01,W
04:02,p
04:03,W
04:04,W
04:05,W
04:06,W
04:07,p
04:08,W
04:09,W
04:10,W
04:11,W
04:12,W
04:13,p
04:14,W
04:15,W
04:16,p
04:17,W
04:18,W
04:19,W
04:20,W
04:21,W
04:22,p
04:23,W
04:24,W
04:25,W
04:26,W
04:27,O
04:28,W
05:01,W
05:02,p
05:03,W
05:04,W
05:05,W
05:06,W
05:07,p
05:08,p
05:09,p
05:10,p
05:11,p
05:12,p
05:13,p
05:14,p
05:15,p
05:16,p
05:17,p
05:18,p
05:19,p
05:20,p
05:21,p
05:22,p
05:23,W
05:24,W
05:25,W
05:26,W
05:27,p
05:28,W
06:01,W
06:02,p
06:03,p
06:04,p
06:05,p
06:06,p
06:07,p
06:08,W
06:09,W
06:10,p
06:11,W
06:12,W
06:13,W
06:14,W
06:15,W
06:16,W
06:17,W
06:18,W
06:19,p
06:20,W
06:21,W
06:22,C
06:23,p
06:24,p
06:25,p
06:26,p
06:27,p
06:28,W
07:01,W
07:02,p
07:03,W
07:04,W
07:05,W
07:06,W
07:07,p
07:08,W
07:09,W
07:10,p
07:11,W
07:12,W
07:13,W
07:14,W
07:15,W
07:16,W
07:17,W
07:18,W
07:19,p
07:20,W
07:21,W
07:22,p
07:23,W
07:24,W
07:25,W
07:26,W
07:27,p
07:28,W
08:01,W
08:02,p
08:03,W
08:04,W
08:05,W
08:06,W
08:07,p
08:08,W
08:09,W
08:10,p
08:11,p
08:12,p
08:13,p
08:14,W
08:15,W
08:16,p
08:17,p
08:18,p
08:19,p
08:20,W
08:21,W
08:22,p
08:23,W
08:24,W
08:25,W
08:26,W
08:27,p
08:28,W
09:01,W
09:02,p
09:03,p
09:04,p
09:05,p
09:06,p
09:07,p
09:08,W
09:09,W
09:10,W
09:11,W
09:12,W
09:13,p
09:14,W
09:15,W
09:16,p
09:17,W
09:18,W
09:19,W
09:20,W
09:21,W
09:22,p
09:23,p
09:24,p
09:25,p
09:26,p
09:27,p
09:28,W
10:01,W
10:02,W
10:03,W
10:04,W
10:05,W
10:06,W
10:07,p
10:08,W
10:09,W
10:10,W
10:11,W
10:12,W
10:13,p
10:14,W
10:15,W
10:16,p
10:17,W
10:18,W
10:19,W
10:20,W
10:21,W
10:22,p
10:23,W
10:24,W
10:25,W
10:26,W
10:27,W
10:28,W
11:01,W
11:02,W
11:03,W
11:04,W
11:05,W
11:06,W
11:07,p
11:08,W
11:09,W
11:10,p
11:11,p
11:12,p
11:13,p
11:14,W
11:15,W
11:16,p
11:17,p
11:18,p
11:19,p
11:20,W
11:21,W
11:22,p
11:23,W
11:24,W
11:25,W
11:26,W
11:27,W
11:28,W
12:01,W
12:02,W
12:03,W
12:04,W
12:05,W
12:06,W
12:07,p
12:08,W
12:09,W
12:10,p
12:11,p
12:12,p
12:13,p
12:14,p
12:15,p
12:16,p
12:17,p
12:18,p
12:19,p
12:20,W
12:21,W
12:22,p
12:23,W
12:24,W
12:25,W
12:26,W
12:27,W
12:28,W
13:01,W
13:02,W
13:03,W
13:04,W
13:05,W
13:06,W
13:07,p
13:08,W
13:09,W
13:10,p
13:11,p
13:12,p
13:13,p
13:14,p
13:15,p
13:16,p
13:17,p
13:18,p
13:19,p
13:20,W
13:21,W
13:22,p
13:23,W
13:24,W
13:25,W
13:26,W
13:27,W
13:28,W
14:01,W
14:02,W
14:03,W
14:04,W
14:05,W
14:06,W
14:07,p
14:08,W
14:09,W
14:10,p
14:11,p
14:12,p
14:13,F
14:14,F
14:15,F
14:16,F
14:17,p
14:18,p
14:19,p
14:20,W
14:21,W
14:22,p
14:23,W
14:24,W
14:25,W
14:26,W
14:27,W
14:28,W
15:01,p
15:02,p
15:03,p
15:04,p
15:05,p
15:06,p
15:07,p
15:08,p
15:09,p
15:10,p
15:11,p
15:12,p
15:13,p
15:14,p
15:15,p
15:16,p
15:17,p
15:18,p
15:19,p
15:20,p
15:21,p
15:22,p
15:23,p
15:24,p
15:25,p
15:26,p
15:27,p
15:28,p
16:01,W
16:02,W
16:03,W
16:04,W
16:05,W
16:06,W
16:07,p
16:08,W
16:09,W
16:10,p
16:11,p
16:12,p
16:13,p
16:14,p
16:15,p
16:16,p
16:17,p
16:18,p
16:19,p
16:20,W
16:21,W
16:22,p
16:23,W
16:24,W
16:25,W
16:26,W
16:27,W
16:28,W
17:01,W
17:02,W
17:03,W
17:04,W
17:05,W
17:06,W
17:07,p
17:08,W
17:09,W
17:10,p
17:11,W
17:12,W
17:13,W
17:14,W
17:15,W
17:16,W
17:17,W
17:18,W
17:19,p
17:20,W
17:21,W
17:22,p
17:23,W
17:24,W
17:25,W
17:26,W
17:27,W
17:28,W
18:01,W
18:02,W
18:03,W
18:04,W
18:05,W
18:06,W
18:07,p
18:08,W
18:09,W
18:10,p
18:11,W
18:12,W
18:13,W
18:14,W
18:15,W
18:16,W
18:17,W
18:18,W
18:19,p
18:20,W
18:21,W
18:22,p
18:23,W
18:24,W
18:25,W
18:26,W
18:27,W
18:28,W
19:01,W
19:02,W
19:03,W
19:04,W
19:05,W
19:06,W
19:07,p
19:08,W
19:09,W
19:10,p
19:11,W
19:12,W
19:13,W
19:14,W
19:15,W
19:16,W
19:17,W
19:18,W
19:19,p
19:20,W
19:21,W
19:22,p
19:23,W
19:24,W
19:25,W
19:26,W
19:27,W
19:28,W
20:01,W
20:02,p
20:03,p
20:04,p
20:05,p
20:06,p
20:07,p
20:08,p
20:09,p
20:10,p
20:11,p
20:12,p
20:13,p
20:14,W
20:15,W
20:16,p
20:17,p
20:18,p
20:19,p
20:20,p
20:21,p
20:22,p
20:23,p
20:24,p
20:25,p
20:26,p
20:27,O
20:28,W
21:01,W
21:02,p
21:03,W
21:04,W
21:05,W
21:06,W
21:07,p
21:08,W
21:09,W
21:10,W
21:11,W
21:12,W
21:13,p
21:14,W
21:15,W
21:16,p
21:17,W
21:18,W
21:19,W
21:20,W
21:21,W
21:22,p
21:23,W
21:24,W
21:25,W
21:26,W
21:27,p
21:28,W
22:01,W
22:02,p
22:03,W
22:04,W
22:05,W
22:06,W
22:07,p
22:08,p
22:09,p
22:10,p
22:11,p
22:12,p
22:13,p
22:14,P
22:15,p
22:16,p
22:17,p
22:18,p
22:19,p
22:20,p
22:21,p
22:22,p
22:23,W
22:24,W
22:25,W
22:26,W
22:27,p
22:28,W
23:01,W
23:02,p
23:03,p
23:04,p
23:05,W
23:06,W
23:07,p
23:08,W
23:09,W
23:10,p
23:11,W
23:12,W
23:13,W
23:14,W
